SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Multi-Family (2-4 Unit),2345 Vagas,Dallas,TX,75219,549000,3,2.5,Clifton Place #2,2242,7884,2020,77,245,,Active,January-10-2021 01:00 PM,January-10-2021 02:30 PM,http://www.redfin.com/TX/Dallas/2345-Vagas-St-75219/home/173524785,NTREIS,14454061,N,Y,32.8073025,-96.8215885
MLS Listing,,Multi-Family (2-4 Unit),2343 Vagas,Dallas,TX,75219,549000,3,2.5,Clifton Place #2,2242,7884,2020,77,245,,Active,,,http://www.redfin.com/TX/Dallas/2343-Vagas-St-75219/home/30813246,NTREIS,14453535,N,Y,32.8072701,-96.8216454
MLS Listing,,Townhouse,3911 Gilbert Ave Unit C,Dallas,TX,75219,784900,3,2.0,Lofts On Oaklawn,2813,2004,2004,91,279,100,Active,,,http://www.redfin.com/TX/Dallas/3911-Gilbert-Ave-75219/unit-C/home/32255939,NTREIS,14451405,N,Y,32.8152536,-96.8045215
MLS Listing,,Single Family Residential,111 Melba St,Dallas,TX,75208,375000,3,1.0,Dallas Land and Loan 2,1618,5881,1930,92,232,,Active,,,http://www.redfin.com/TX/Dallas/111-Melba-St-75208/home/30826878,NTREIS,14449652,N,Y,32.7474063,-96.8233927
MLS Listing,,Condo/Co-op,3003 Douglas Ave #19,Dallas,TX,75219,425000,2,2.5,Firestation 3003 Condo,1587,17337,2006,1,268,233,Active,,,http://www.redfin.com/TX/Dallas/3003-Douglas-Ave-75219/unit-19/home/30782548,NTREIS,14496546,N,Y,32.8122381,-96.8140626
MLS Listing,,Single Family Residential,5075 Gaston Ave,Dallas,TX,75214,575000,3,2.5,Munger Place,2698,3485,2019,26,213,351,Active,,,http://www.redfin.com/TX/Dallas/5075-Gaston-Ave-75214/home/168790565,NTREIS,14486051,N,Y,32.8024459,-96.767037
MLS Listing,,Single Family Residential,1430 Kessler Pkwy,Dallas,TX,75208,699000,4,3.5,Jerome K Dealey Add,2748,16771,1965,1,254,,Active,January-10-2021 02:00 PM,January-10-2021 04:00 PM,http://www.redfin.com/TX/Dallas/1430-Kessler-Pkwy-75208/home/30859865,NTREIS,14496290,N,Y,32.7662043,-96.8351201
MLS Listing,,Condo/Co-op,4323 Brown St #140,Dallas,TX,75219,119990,2,1.0,Plaza 02 Condo,730,30448,1972,96,164,329,Active,,,http://www.redfin.com/TX/Dallas/4323-Brown-St-75219/unit-140/home/30810385,NTREIS,14446644,N,Y,32.8105237,-96.8176907
MLS Listing,,Townhouse,3925 Gilbert Ave Unit C,Dallas,TX,75219,575000,3,2.5,Gilbert Ave Twnhms Ph 01,2744,2526,1999,180,210,125,Active,January-9-2021 01:00 PM,January-9-2021 03:00 PM,http://www.redfin.com/TX/Dallas/3925-Gilbert-Ave-75219/unit-C/home/31124229,NTREIS,14386442,N,Y,32.8155564,-96.805002
MLS Listing,,Single Family Residential,640 W Colorado Blvd,Dallas,TX,75208,1125000,4,4.0,Scotts Sub,3666,11021,2020,45,307,,Active,,,http://www.redfin.com/TX/Dallas/640-W-Colorado-Blvd-75208/home/30850469,NTREIS,14477563,N,Y,32.7583491,-96.8322941
MLS Listing,,Single Family Residential,1624 Sylvan Ave,Dallas,TX,75208,1350000,4,4.5,Kessler Park Add 5,3600,11761,2021,30,375,,Active,,,http://www.redfin.com/TX/Dallas/1624-Sylvan-Ave-75208/home/173922170,NTREIS,14484245,N,Y,32.7650413,-96.8350441
MLS Listing,,Single Family Residential,4021 Bowser Ave,Dallas,TX,75219,639000,3,3.5,Bowser Metro,2681,4356,2001,145,238,,Active,,,http://www.redfin.com/TX/Dallas/4021-Bowser-Ave-75219/home/32211900,NTREIS,14414742,N,Y,32.8149249,-96.8079368
MLS Listing,,Single Family Residential,2438 Wycliff Ave,Dallas,TX,75219,274500,3,2.0,Clifton Place 03,1221,4008,2003,194,225,,Active,,,http://www.redfin.com/TX/Dallas/2438-Wycliff-Ave-75219/home/30730122,NTREIS,14376482,N,Y,32.8087629,-96.8206296
MLS Listing,,Single Family Residential,3901 Turtle Creek Blvd #14,Dallas,TX,75219,1950000,3,3.5,Place Des Vosges,4510,5663,2000,383,432,1435,Active,,,http://www.redfin.com/TX/Dallas/3901-Turtle-Creek-Blvd-75219/unit-14/home/31125504,NTREIS,14245901,N,Y,32.8164499,-96.7998646
MLS Listing,,Condo/Co-op,4025 Holland Ave #116,Dallas,TX,75219,295000,2,1.5,Holland Ave Condo 4015-4025,1100,32017,1978,86,268,225,Active,,,http://www.redfin.com/TX/Dallas/4025-Holland-Ave-75219/unit-116/home/30799854,NTREIS,14452520,N,Y,32.8154728,-96.8062672
MLS Listing,,Condo/Co-op,4331 Dickason Ave #103,Dallas,TX,75219,207000,2,2.5,Los Nogales Condo,1172,42776,1965,92,177,358,Active,,,http://www.redfin.com/TX/Dallas/4331-Dickason-Ave-75219/unit-103/home/30801621,NTREIS,14450753,N,Y,32.8125148,-96.8150628
MLS Listing,,Condo/Co-op,4331 Dickason Ave #218,Dallas,TX,75219,164500,2,2.0,Los Nogales Condo,928,42776,1965,61,177,284,Active,,,http://www.redfin.com/TX/Dallas/4331-Dickason-Ave-75219/unit-218/home/30801616,NTREIS,14468410,N,Y,32.8125148,-96.8150628
MLS Listing,,Single Family Residential,3717 Throckmorton St,Dallas,TX,75219,550000,2,1.0,Bowser & Lemons Oak Lawn & #,1186,3615,1932,96,464,,Active,,,http://www.redfin.com/TX/Dallas/3717-Throckmorton-St-75219/home/30800027,NTREIS,14447646,N,Y,32.8159046,-96.8055206
MLS Listing,,Single Family Residential,1519 E Waco Ave,Dallas,TX,75216,135000,3,2.5,Edgemont,1453,6621,1926,103,93,,Active,,,http://www.redfin.com/TX/Dallas/1519-E-Waco-Ave-75216/home/30833317,NTREIS,14438415,N,Y,32.736676,-96.8009609
MLS Listing,,Condo/Co-op,3314 Douglas Ave #203,Dallas,TX,75219,225000,2,2.5,Benson Place Condo,1350,15594,1984,1,167,250,Active,January-9-2021 12:00 PM,January-9-2021 02:00 PM,http://www.redfin.com/TX/Dallas/3314-Douglas-Ave-75219/unit-203/home/31160899,NTREIS,14493569,N,Y,32.8139782,-96.811925
MLS Listing,,Condo/Co-op,2450 N Garrett Ave #16,Dallas,TX,75206,489000,2,2.5,BON VIEW PLACE,1880,19602,2020,113,260,190,Active,,,http://www.redfin.com/TX/Dallas/2450-N-Garrett-Ave-75206/unit-16/home/173220635,NTREIS,14437414,N,Y,32.8135207,-96.7808063
MLS Listing,,Condo/Co-op,2450 N Garrett Ave #12,Dallas,TX,75206,394000,2,2.5,BON VIEW PLACE,1558,19602,2020,126,253,190,Active,,,http://www.redfin.com/TX/Dallas/2450-N-Garrett-Ave-75206/unit-12/home/173078576,NTREIS,14429076,N,Y,32.8135207,-96.7808063
MLS Listing,,Single Family Residential,3901 Turtle Creek Blvd #1,Dallas,TX,75219,2995000,3,3.5,Place Des Vosges,5273,8668,2004,358,568,1435,Active,,,http://www.redfin.com/TX/Dallas/3901-Turtle-Creek-Blvd-75219/unit-1/home/31125479,NTREIS,14262950,N,Y,32.8168053,-96.8001009
MLS Listing,,Condo/Co-op,4143 Buena Vista St Unit E,Dallas,TX,75204,983800,3,3.5,4143 Buena Vista Condos,2671,12589,2007,10,368,400,Active,,,http://www.redfin.com/TX/Dallas/4143-Buena-Vista-St-75204/unit-E/home/30788574,NTREIS,14487228,N,Y,32.817059,-96.795152
MLS Listing,,Single Family Residential,3901 Turtle Creek Blvd #2,Dallas,TX,75219,3650000,4,5.0,Place Des Vosges,6163,8756,2006,108,592,1435,Active,,,http://www.redfin.com/TX/Dallas/3901-Turtle-Creek-Blvd-75219/unit-2/home/31125474,NTREIS,14439690,N,Y,32.817007,-96.7998701
MLS Listing,,Condo/Co-op,4031 Holland Ave Unit F,Dallas,TX,75219,275000,1,1.0,Holland Ave Condo 4031,800,8015,1982,101,344,266,Active,,,http://www.redfin.com/TX/Dallas/4031-Holland-Ave-75219/unit-F/home/31172532,NTREIS,14443449,N,Y,32.8158623,-96.8070689
MLS Listing,,Condo/Co-op,4238 Mckinney Ave #3,Dallas,TX,75205,736000,3,3.5,4238 Mckinney Ave Condos,2832,14985,2007,19,260,296,Active,,,http://www.redfin.com/TX/Dallas/4238-McKinney-Ave-75205/unit-3/home/32398810,NTREIS,14488837,N,Y,32.8166418,-96.7905277
MLS Listing,,Condo/Co-op,4107 Bowser Ave #208,Dallas,TX,75219,319000,2,2.0,Alix Condos,1332,23958,2008,59,239,372,Active,,,http://www.redfin.com/TX/Dallas/4107-Bowser-Ave-75219/unit-208/home/59420261,NTREIS,14466764,N,Y,32.8155909,-96.8082104
MLS Listing,,Condo/Co-op,4107 Bowser Ave #102,Dallas,TX,75219,319000,2,2.0,Alix Condominiums,1314,43560,2008,71,243,365,Active,,,http://www.redfin.com/TX/Dallas/4107-Bowser-Ave-75219/unit-102/home/35537920,NTREIS,14462668,N,Y,32.8155909,-96.8082104
MLS Listing,,Condo/Co-op,4107 Bowser Ave #306,Dallas,TX,75219,299900,2,2.0,Alix Condominiums,1332,23958,2008,59,225,372,Active,,,http://www.redfin.com/TX/Dallas/4107-Bowser-Ave-75219/unit-306/home/59420253,NTREIS,14469413,N,Y,32.8155909,-96.8082104
MLS Listing,,Single Family Residential,4829 Lindsley Ave,Dallas,TX,75223,275000,4,2.5,Caldwells R D,1500,13068,2019,17,183,,Active,,,http://www.redfin.com/TX/Dallas/4829-Lindsley-Ave-75223/home/30795507,NTREIS,14490298,N,Y,32.7901886,-96.7587961
MLS Listing,,Single Family Residential,605 Kessler Reserve Ct,Dallas,TX,75208,980000,3,3.0,Kessler Reserve Add,3442,11500,2015,52,285,60,Active,,,http://www.redfin.com/TX/Dallas/605-Kessler-Reserve-Ct-75208/home/105997348,NTREIS,14472309,N,Y,32.7561908,-96.8319804
MLS Listing,,Condo/Co-op,4221 Cole Ave #304,Dallas,TX,75205,211000,2,2.0,Cole Ave Condo 4221,1030,17990,1983,138,205,328,Active,,,http://www.redfin.com/TX/Dallas/4221-Cole-Ave-75205/unit-304/home/31166710,NTREIS,14420183,N,Y,32.8169521,-96.7924407
MLS Listing,,Condo/Co-op,4221 Cole Ave #102,Dallas,TX,75205,158000,1,1.0,Cole Ave Condo 4221,623,17990,1983,22,254,200,Active,,,http://www.redfin.com/TX/Dallas/4221-Cole-Ave-75205/unit-102/home/31166715,NTREIS,14488685,N,Y,32.8169521,-96.7924407
MLS Listing,,Condo/Co-op,4239 McKinney Ave #203,Dallas,TX,75205,160000,1,1.0,Stones Throw Condo,626,28488,1968,6,256,201,Active,,,http://www.redfin.com/TX/Dallas/4239-McKinney-Ave-75205/unit-203/home/30799089,NTREIS,14493441,N,Y,32.816769,-96.7908236
MLS Listing,,Condo/Co-op,4115 BOWSER Ave #7,Dallas,TX,75219,175000,2,1.0,4115 BOWSER CONDOMINIUMS,820,15682,1957,4,213,300,Active,,,http://www.redfin.com/TX/Dallas/4115-Bowser-Ave-75219/unit-7/home/31162615,NTREIS,14494589,N,Y,32.8156644,-96.8082961
MLS Listing,,Condo/Co-op,4211 Rawlins St #349,Dallas,TX,75219,385000,2,2.5,Palo Alto Twnhms Condo,1628,110250,2006,89,236,361,Active,,,http://www.redfin.com/TX/Dallas/4211-Rawlins-St-75219/unit-349/home/32395095,NTREIS,14451969,N,Y,32.8148392,-96.8113537
MLS Listing,,Townhouse,4029 Gilbert Ave,Dallas,TX,75219,995000,3,3.5,HOLLAND,2975,2004,2004,18,334,,Active,January-10-2021 02:00 PM,January-10-2021 04:00 PM,http://www.redfin.com/TX/Dallas/4029-Gilbert-Ave-75219/home/30739432,NTREIS,14489732,N,Y,32.816425,-96.806157
MLS Listing,,Multi-Family (2-4 Unit),2841 Lee St,Dallas,TX,75206,723999,2,2.5,Alcott's Fitzhugh Hts Add,2385,3703,2013,8,304,,Active,,,http://www.redfin.com/TX/Dallas/2841-Lee-St-75206/home/110135344,NTREIS,14492938,N,Y,32.816449,-96.7873606
MLS Listing,,Condo/Co-op,4230 Travis St #8,Dallas,TX,75205,465000,2,2.5,Malaga Twnhms Condos,1855,35981,2007,17,251,324,Active,January-9-2021 02:00 PM,January-9-2021 04:00 PM,http://www.redfin.com/TX/Dallas/4230-Travis-St-75205/unit-8/home/30782919,NTREIS,14490257,N,Y,32.8174901,-96.7933801
MLS Listing,,Condo/Co-op,4230 Travis St #5,Dallas,TX,75205,649000,2,2.5,Malaga Twnhms Condos,2355,35981,2012,37,276,466,Active,,,http://www.redfin.com/TX/Dallas/4230-Travis-St-75205/unit-5/home/59420281,NTREIS,14480029,N,Y,32.8174901,-96.7933801
MLS Listing,,Single Family Residential,8016 Emerald Rock Dr,Dallas,TX,75228,465014,3,2.5,Grove at White Rock Hills,1894,1830,2020,2,246,145,Active,,,http://www.redfin.com/TX/Dallas/8016-Rock-Creek-Dr-75204/home/174129657,NTREIS,14495945,N,Y,32.81767,-96.797088
MLS Listing,,Condo/Co-op,4231 Travis St #14,Dallas,TX,75205,266500,1,1.5,Travis Avenue Condo,1176,49702,1994,331,227,245,Active,,,http://www.redfin.com/TX/Dallas/4231-Travis-St-75205/unit-14/home/30729285,NTREIS,14281489,N,Y,32.8176208,-96.793667
MLS Listing,,Condo/Co-op,4231 Travis St #17,Dallas,TX,75205,269000,2,2.0,Travis Ave Condos,1031,49702,1994,38,261,243,Active,,,http://www.redfin.com/TX/Dallas/4231-Travis-St-75205/unit-17/home/30732066,NTREIS,14479668,N,Y,32.8176208,-96.793667
MLS Listing,,Condo/Co-op,4231 Travis St #24,Dallas,TX,75205,259000,2,2.0,Travis Ave Condo 4231-4233,1031,49702,1994,207,251,243,Active,,,http://www.redfin.com/TX/Dallas/4231-Travis-St-75205/unit-24/home/30729310,NTREIS,14366224,N,Y,32.8176208,-96.793667
MLS Listing,,Condo/Co-op,2222 Moser Ave #110,Dallas,TX,75206,429900,2,2.5,Moser Up At Henderson,1962,871,2019,106,219,185,Active,,,http://www.redfin.com/TX/Dallas/2222-Moser-Ave-75206/unit-110/home/173289267,NTREIS,14440848,N,Y,32.8133064,-96.7782076
MLS Listing,,Condo/Co-op,4106 Holland Ave Unit C,Dallas,TX,75219,425000,4,3.5,Holland Condo,2306,8015,2006,100,184,238,Active,,,http://www.redfin.com/TX/Dallas/4106-Holland-Ave-75219/unit-C/home/30780976,NTREIS,14444683,N,Y,32.8167557,-96.8071729
MLS Listing,,Single Family Residential,3343 Conroe St,Dallas,TX,75212,325000,4,2.0,Reuss & Wheeler,1696,5097,2007,100,192,,Active,,,http://www.redfin.com/TX/Dallas/3343-Conroe-St-75212/home/30972796,NTREIS,14444926,N,Y,32.7829028,-96.8378863
MLS Listing,,Vacant Land,4960 Alton Ave Lot 14,Dallas,TX,75214,259900,0,,J D Aldredges Rev Map Coml P,,5489,,157,,,Active,,,http://www.redfin.com/TX/Dallas/4960-Alton-Ave-75214/unit-14/home/172665501,NTREIS,14405943,N,Y,32.795063,-96.759872
MLS Listing,,Vacant Land,4960 Alton Ave Lot 13,Dallas,TX,75214,279900,0,,J D Aldredges Rev Map Coml P,,7362,,157,,,Active,,,http://www.redfin.com/TX/Dallas/4960-Alton-Ave-75214/unit-13/home/172664785,NTREIS,14405945,N,Y,32.795063,-96.759872
MLS Listing,,Vacant Land,4960 Alton Ave Lot 15,Dallas,TX,75214,259900,0,,J D Aldredges Rev Map Coml P,,5227,,157,,,Active,,,http://www.redfin.com/TX/Dallas/4960-Alton-Ave-75214/unit-15/home/172665525,NTREIS,14405939,N,Y,32.795063,-96.759872
MLS Listing,,Single Family Residential,2607 Lobdell St,Dallas,TX,75215,145000,3,1.0,Jeffers,1088,5401,1936,4,133,,Active,,,http://www.redfin.com/TX/Dallas/2607-Lobdell-St-75215/home/30803103,NTREIS,14489903,N,Y,32.7583448,-96.7598315
MLS Listing,,Condo/Co-op,4113 Holland Ave #102,Dallas,TX,75219,750000,3,3.5,BOWSER & LEMMONS OAKLAWN,2262,7971,2020,74,332,200,Active,,,http://www.redfin.com/TX/Dallas/4113-Holland-Ave-75219/unit-102/home/173538141,NTREIS,14461013,N,Y,32.8166519,-96.8078211
MLS Listing,,Condo/Co-op,4113 Holland Ave #104,Dallas,TX,75219,775000,3,3.5,BOWSER & LEMMONS OAKLAWN,2262,7971,2020,74,343,200,Active,,,http://www.redfin.com/TX/Dallas/4113-Holland-Ave-75219/unit-104/home/173537708,NTREIS,14460912,N,Y,32.8166519,-96.8078211
MLS Listing,,Single Family Residential,315 W 8th St,Dallas,TX,75208,499900,3,2.0,Hillside,1273,5532,1945,108,393,,Active,,,http://www.redfin.com/TX/Dallas/315-W-Eighth-St-75208/home/30826352,NTREIS,14439984,N,Y,32.7482429,-96.8271688
MLS Listing,,Condo/Co-op,4242 Buena Vista St #4,Dallas,TX,75205,196000,1,1.5,Buena Vista Street Condo 4242,714,28401,1994,157,275,264,Active,,,http://www.redfin.com/TX/Dallas/4242-Buena-Vista-St-75205/unit-4/home/30731506,NTREIS,14404893,N,Y,32.8180419,-96.7943117
MLS Listing,,Condo/Co-op,4120 Bowser Ave Unit C,Dallas,TX,75219,225000,2,1.0,Portico Condos,940,15987,1959,25,239,240,Active,,,http://www.redfin.com/TX/Dallas/4120-Bowser-Ave-75219/unit-C/home/30765189,NTREIS,14471140,N,Y,32.8164312,-96.8087302
MLS Listing,,Multi-Family (2-4 Unit),2341 Hondo Ave,Dallas,TX,75219,619000,3,3.5,Clifton Place 02,2578,7187,2020,67,240,,Active,,,http://www.redfin.com/TX/Dallas/2341-Hondo-Ave-75219/home/173622557,NTREIS,14464734,N,Y,32.8086305,-96.8234091
MLS Listing,,Condo/Co-op,4241 Buena Vista St #18,Dallas,TX,75205,210000,1,1.0,Buena Vista Street Condo 4241,759,28009,1994,72,277,246,Active,,,http://www.redfin.com/TX/Dallas/4241-Buena-Vista-St-75205/unit-18/home/30729175,NTREIS,14462118,N,Y,32.8180758,-96.7946501
MLS Listing,,Single Family Residential,3144 Harmon St,Dallas,TX,75215,225000,3,2.5,,1600,8712,2021,14,141,,Active,,,http://www.redfin.com/TX/Dallas/3144-Harmon-St-75215/home/30804338,NTREIS,14490752,N,Y,32.767524,-96.756513
MLS Listing,,Multi-Family (5+ Unit),5119 Reiger Ave,Dallas,TX,75214,725000,6,6.0,Munger Place,3632,9801,1915,4,200,,Active,,,http://www.redfin.com/TX/Dallas/5119-Reiger-Ave-75214/home/30797922,NTREIS,14494520,N,Y,32.7989439,-96.7619773
MLS Listing,,Condo/Co-op,4203 Avondale Ave #101,Dallas,TX,75219,162900,2,1.0,Carondelet Condo,848,40511,1965,233,192,397,Active,,,http://www.redfin.com/TX/Dallas/4203-Avondale-Ave-75219/unit-101/home/31123906,NTREIS,14345234,N,Y,32.8175271,-96.8044459
MLS Listing,,Condo/Co-op,4203 Avondale Ave #102,Dallas,TX,75219,159900,2,1.0,Carondelet-Avondale Condo,874,40511,1965,140,183,400,Active,,,http://www.redfin.com/TX/Dallas/4203-Avondale-Ave-75219/unit-102/home/31123891,NTREIS,14415580,N,Y,32.8175271,-96.8044459
MLS Listing,,Single Family Residential,5018 Alcott St,Dallas,TX,75206,974900,4,3.0,ALCOTT FITZHUGH HEIGHTS,3146,6795,2020,187,310,,Active,,,http://www.redfin.com/TX/Dallas/5018-Alcott-St-75206/home/30808562,NTREIS,14357370,N,Y,32.816486,-96.7850593
MLS Listing,,Condo/Co-op,3127 Wycliff Ave,Dallas,TX,75219,267400,2,2.0,Wycliff Place Condo,1427,23392,1974,88,187,471,Active,,,http://www.redfin.com/TX/Dallas/3127-Wycliff-Ave-75219/home/30809979,NTREIS,14437441,N,Y,32.8143142,-96.8146136
MLS Listing,,Condo/Co-op,1004 Mobile St,Dallas,TX,75208,689000,3,3.0,Newport Villas at Mobile,2921,7405,2017,56,236,,Active,,,http://www.redfin.com/TX/Dallas/1004-Mobile-St-75208/home/138829944,NTREIS,14471655,N,Y,32.7698646,-96.8381213
MLS Listing,,Condo/Co-op,4122 Avondale Ave #206,Dallas,TX,75219,255000,1,1.5,Avanti On Avondale Condo,1050,20517,2004,113,243,297,Active,,,http://www.redfin.com/TX/Dallas/4122-Avondale-Ave-75219/unit-206/home/30745397,NTREIS,14435348,N,Y,32.8174145,-96.8058957
MLS Listing,,Single Family Residential,2607 Hondo Ave,Dallas,TX,75219,289000,2,1.0,Clifton Place 02,1380,7492,1938,618,209,,Active,,,http://www.redfin.com/TX/Dallas/2607-Hondo-Ave-75219/home/30813094,NTREIS,14080838,N,Y,32.8115675,-96.819879
MLS Listing,,Multi-Family (2-4 Unit),5608 Bryan Pkwy,Dallas,TX,75206,689000,3,2.5,Alta Vista,2430,3485,2016,39,284,,Active,,,http://www.redfin.com/TX/Dallas/5608-Bryan-Pkwy-75206/home/113665497,NTREIS,14478615,N,Y,32.8076874,-96.7690512
MLS Listing,,Condo/Co-op,4227 Rawlins St #3,Dallas,TX,75219,625000,2,2.5,Solo Lofts At Perry Heights Condo,2675,56715,2002,344,234,412,Active,,,http://www.redfin.com/TX/Dallas/4227-Rawlins-St-75219/unit-3/home/30732022,NTREIS,14271542,N,Y,32.815534,-96.8122258
MLS Listing,,Single Family Residential,5031 Homer St,Dallas,TX,75206,1100000,4,3.5,Alcotts Fitzhugh Heights,4245,6970,2007,12,259,,Active,,,http://www.redfin.com/TX/Dallas/5031-Homer-St-75206/home/30808556,NTREIS,14491537,N,Y,32.816523,-96.7844381
MLS Listing,,Condo/Co-op,4307 Mckinney Ave #4,Dallas,TX,75205,389900,2,2.5,Amherst Condos,1704,,2002,37,229,390,Active,,,http://www.redfin.com/TX/Dallas/4307-McKinney-Ave-75205/unit-4/home/30745362,NTREIS,14480603,N,Y,32.8179246,-96.7902295
MLS Listing,,Single Family Residential,2728 Flowering Peach Ln,Dallas,TX,75212,469585,3,3.5,Trinity Green,1856,915,2020,95,253,108,Active,,,http://www.redfin.com/TX/Dallas/2728-Flowering-Peach-Ln-75212/home/169390887,NTREIS,14448166,N,Y,32.776885,-96.8388133
New Construction Home,,Single Family Residential,2716 Flowering Peach Ln,Dallas,TX,75212,507850,3,3.5,Parkside at Trinity Green - Villas,2052,,2020,47,247,,Active,,,http://www.redfin.com/TX/Dallas/2716-Flowering-Peach-Ln-75212/home/169390888,NewHomeSource.com,1970117,N,Y,32.7768273,-96.8388151
MLS Listing,,Condo/Co-op,4312 McKinney Ave #13,Dallas,TX,75205,435000,2,2.5,BRIGHTON LOFTS SOUTH CONDOMINIUMS,2287,35022,2001,29,190,370,Active,January-9-2021 01:00 PM,January-9-2021 03:00 PM,http://www.redfin.com/TX/Dallas/4312-McKinney-Ave-75205/unit-13/home/30731516,NTREIS,14484786,N,Y,32.8178929,-96.7898888
MLS Listing,,Townhouse,4312 Mckinney Ave #15,Dallas,TX,75205,439900,2,2.5,Brighton Lofts South Condo,2287,35022,2001,92,192,344,Active,,,http://www.redfin.com/TX/Dallas/4312-McKinney-Ave-75205/unit-15/home/30731514,NTREIS,14450577,N,Y,32.8178929,-96.7898888
MLS Listing,,Condo/Co-op,4111 Gilbert Ave #106,Dallas,TX,75219,265500,1,1.0,Nineteen Gilbert Condos,887,15987,2003,61,299,292,Active,,,http://www.redfin.com/TX/Dallas/4111-Gilbert-Ave-75219/unit-106/home/30746009,NTREIS,14465552,N,Y,32.8173739,-96.8066544
MLS Listing,,Condo/Co-op,4111 Gilbert Ave #103,Dallas,TX,75219,275000,1,1.0,Nineteen Gilbert Condo,882,15987,2003,89,312,292,Active,,,http://www.redfin.com/TX/Dallas/4111-Gilbert-Ave-75219/unit-103/home/30746024,NTREIS,14451972,N,Y,32.8173739,-96.8066544
MLS Listing,,Single Family Residential,810 W Greenbriar Ln,Dallas,TX,75208,599900,3,2.0,Dealey Sam Estate,2358,12981,1950,74,254,,Active,,,http://www.redfin.com/TX/Dallas/810-W-Greenbriar-Ln-75208/home/30889843,NTREIS,14459705,N,Y,32.7618186,-96.8362292
MLS Listing,,Single Family Residential,1013 Mobile St,Dallas,TX,75208,699000,3,2.5,Robinsons,2550,1307,2020,6,274,,Active,,,http://www.redfin.com/TX/Dallas/1013-Mobile-St-75208/home/170302180,NTREIS,14493007,N,Y,32.7700829,-96.8384823
MLS Listing,,Condo/Co-op,5605 Bryan Pkwy #104,Dallas,TX,75206,389000,2,2.5,Alta Vista,1500,,2020,129,259,245,Active,,,http://www.redfin.com/TX/Dallas/5605-Bryan-Pkwy-75206/unit-104/home/173032202,NTREIS,14426435,N,Y,32.8081744,-96.7691957
MLS Listing,,Condo/Co-op,5605 Bryan Pkwy #102,Dallas,TX,75206,379000,2,2.5,Alta Vista,1500,,2020,3,253,245,Active,,,http://www.redfin.com/TX/Dallas/5605-Bryan-Pkwy-75206/unit-102/home/172501436,NTREIS,14495069,N,Y,32.8081744,-96.7691957
MLS Listing,,Multi-Family (2-4 Unit),3606 N FITZHUGH Ave,Dallas,TX,75204,1500000,3,4.5,Northern Hills,3657,,2020,57,410,,Active,,,http://www.redfin.com/TX/Dallas/3606-N-Fitzhugh-Ave-75204/home/169952652,NTREIS,14469164,N,Y,32.8186817,-96.7966665
MLS Listing,,Single Family Residential,1015 Mobile St,Dallas,TX,75208,699000,3,2.5,Robinsons,2550,1307,2020,20,274,,Active,,,http://www.redfin.com/TX/Dallas/1015-Mobile-St-75208/home/30839271,NTREIS,14487615,N,Y,32.7700956,-96.8385546
MLS Listing,,Condo/Co-op,4203 Holland Ave #12,Dallas,TX,75219,189000,1,1.5,4203 Holland Condos,710,15987,1985,61,266,184,Active,,,http://www.redfin.com/TX/Dallas/4203-Holland-Ave-75219/unit-12/home/30764583,NTREIS,14466217,N,Y,32.8172081,-96.8082821
MLS Listing,,Condo/Co-op,4203 Holland Ave #10,Dallas,TX,75219,299506,2,2.5,4203 Holland Condos,1131,15987,1985,54,265,268,Active,,,http://www.redfin.com/TX/Dallas/4203-Holland-Ave-75219/unit-10/home/30761654,NTREIS,14472366,N,Y,32.8172081,-96.8082821
MLS Listing,,Condo/Co-op,4203 Holland Ave #17,Dallas,TX,75219,187000,1,1.0,4203 Holland Condos,738,15987,1985,92,253,174,Active,,,http://www.redfin.com/TX/Dallas/4203-Holland-Ave-75219/unit-17/home/30761666,NTREIS,14447957,N,Y,32.8172081,-96.8082821
MLS Listing,,Condo/Co-op,4330 Mckinney Ave #11,Dallas,TX,75205,419900,2,2.5,Brighton Lofts North Condo,2049,,2002,27,205,359,Active,January-9-2021 01:00 PM,January-9-2021 03:00 PM,http://www.redfin.com/TX/Dallas/4330-McKinney-Ave-75205/unit-11/home/30729142,NTREIS,14485846,N,Y,32.8181904,-96.7897272
MLS Listing,,Single Family Residential,4423 Colonial Ave,Dallas,TX,75215,175000,3,2.0,Ervay Terrace,1323,8146,1935,113,132,,Active,,,http://www.redfin.com/TX/Dallas/4423-Colonial-Ave-75215/home/30802074,NTREIS,14437167,N,Y,32.7500096,-96.7642947
MLS Listing,,Condo/Co-op,4211 Holland Ave #208,Dallas,TX,75219,210000,2,1.5,Two Holland Place Condo,1045,24002,1970,141,201,342,Active,,,http://www.redfin.com/TX/Dallas/4211-Holland-Ave-75219/unit-208/home/30799608,NTREIS,14418433,N,Y,32.8172971,-96.8083858
